,problemId,titleKo,isSolvable,isPartial,acceptedUserCount,level,votedUserCount,sprout,givesNoRating,isLevelLocked,averageTries,official,tag
11529,12690.0,Apocalypse Soon (Large),True,False,0.0,0.0,0.0,False,False,False,0.0,True,
11530,12691.0,Millionaire (Small),True,False,10.0,8.0,2.0,False,False,False,1.6,True,
11531,12692.0,Millionaire (Large),True,False,10.0,18.0,3.0,False,False,False,3.2,True,"dp,math,probability,"
11532,12693.0,Modern Art Plagiarism (Small),True,False,3.0,16.0,2.0,False,False,False,1.3333,True,"bruteforcing,graphs,graph_traversal,trees,"
11533,12694.0,Modern Art Plagiarism (Large),True,False,2.0,23.0,1.0,False,False,False,1.5,True,
11534,12695.0,How Big Are the Pockets? (Small),True,False,2.0,0.0,0.0,False,False,False,1.0,True,
11535,12696.0,How Big Are the Pockets? (Large),True,False,2.0,0.0,0.0,False,False,False,2.5,True,
11536,12697.0,Portal (Small),True,False,20.0,13.0,6.0,False,False,False,2.65,True,"0_1_bfs,dijkstra,graphs,"
11537,12698.0,Portal (Large),True,False,21.0,16.0,7.0,False,False,False,1.4286,True,"0_1_bfs,bfs,dijkstra,graphs,graph_traversal,"
11538,12699.0,Igra,True,False,18.0,12.0,1.0,False,False,False,1.2778,True,
11539,12700.0,Poklon,True,False,17.0,18.0,4.0,False,False,False,2.1765,True,"ad_hoc,arbitrary_precision,dfs,graphs,graph_traversal,math,trees,"
11540,12701.0,Endless Knight (Small),True,False,14.0,12.0,4.0,False,False,False,3.0714,True,"dp,"
11541,12702.0,Endless Knight (Large),True,False,15.0,21.0,4.0,False,False,False,5.0667,True,"combinatorics,inclusion_and_exclusion,lucas,math,number_theory,"
11542,12703.0,Cheating a Boolean Tree (Small),True,False,26.0,10.0,1.0,False,False,False,1.2308,True,
11543,12704.0,Cheating a Boolean Tree (Large),True,False,33.0,15.0,3.0,False,False,False,1.1515,True,"dp,dp_tree,trees,"
11544,12705.0,Triangle Areas (Small),True,False,19.0,8.0,5.0,False,False,False,1.7895,True,"bruteforcing,constructive,geometry,"
11545,12706.0,Triangle Areas (Large),True,False,22.0,12.0,11.0,False,False,False,1.4091,True,"constructive,geometry,math,number_theory,"
11546,12707.0,Star Wars (Small),True,False,10.0,16.0,2.0,False,False,False,1.0,True,"binary_search,geometry,geometry_3d,math,parametric_search,ternary_search,"
11547,12708.0,Star Wars (Large),True,False,9.0,16.0,2.0,False,False,False,2.3333,True,"binary_search,geometry,geometry_3d,math,parametric_search,ternary_search,"
11548,12709.0,PermRLE (Small),True,False,22.0,7.0,2.0,False,False,False,1.0455,True,"bruteforcing,string,"
11549,12710.0,PermRLE (Large),True,False,14.0,18.0,5.0,False,False,False,1.7143,True,"bitmask,dp,dp_bitfield,"
11550,12711.0,Text Messaging Outrage (Small),True,False,18.0,6.0,1.0,False,False,False,1.0,True,"bruteforcing,greedy,"
11551,12712.0,Text Messaging Outrage (Large),True,False,19.0,7.0,1.0,False,False,False,1.3158,True,"greedy,sorting,"
11552,12713.0,Ugly Numbers (Small),True,False,38.0,9.0,5.0,False,False,False,2.1842,True,"backtracking,bruteforcing,"
11553,12714.0,Ugly Numbers (Large),True,False,25.0,15.0,5.0,False,False,False,1.8,True,"dp,math,number_theory,"
11554,12715.0,Increasing Speed Limits (Small),True,False,18.0,8.0,5.0,False,False,False,1.1667,True,"dp,"
11555,12716.0,Increasing Speed Limits (Large),True,False,20.0,16.0,4.0,False,False,False,1.95,True,"coordinate_compression,data_structures,dp,segtree,"
11556,12717.0,Crop Triangles (Small),True,False,23.0,6.0,3.0,False,False,False,1.4348,True,"bruteforcing,"
11557,12718.0,Crop Triangles (Large),True,False,22.0,11.0,2.0,False,False,False,2.2727,True,"combinatorics,data_structures,hash_set,math,number_theory,"
11558,12719.0,Number Sets (Small),True,False,41.0,10.0,5.0,False,False,False,1.3171,True,"implementation,math,number_theory,primality_test,"
11559,12720.0,Number Sets (Large),True,False,50.0,16.0,10.0,False,False,False,2.42,True,"data_structures,disjoint_set,math,number_theory,primality_test,sieve,"
11560,12721.0,Mousetrap (Small),True,False,14.0,8.0,3.0,False,False,False,1.2143,True,"implementation,"
11561,12722.0,Mousetrap (Large),True,False,13.0,16.0,4.0,False,False,False,3.9231,True,"data_structures,dp,implementation,segtree,"
